cord_uid,title,abstract,authors,journal,publish_time,source_x,doi,pmcid,url,publication_year,publication_month,title_length,title_word_count,has_abstract,abstract_length,abstract_word_count,has_journal
cord-002771,Analysis of pandemic and coronavirus and lockdown and clinical in clinical settings,This study examines pandemic with 186 word abstract...,"Author2771_1, Author2771_2",Lancet,2022-01-23,bioRxiv,10.1000/sample.2771,PMC1002771,https://example.com/paper_2771,2022.0,1.0,83,12,True,54.0,8.0,True
cord-002772,Analysis of symptoms and respiratory and treatment and antiviral in clinical settings,This study examines symptoms with 385 word abstract...,"Author2772_1, Author2772_2",Cell,2019-12-08,medRxiv,10.1000/sample.2772,PMC1002772,https://example.com/paper_2772,2019.0,12.0,85,12,True,54.0,8.0,True
cord-002773,Analysis of immunity and public health and pneumonia and SARS-CoV-2 in clinical settings,This study examines immunity with 144 word abstract...,"Author2773_1, Author2773_2",Journal of Virology,2020-08-10,ArXiv,10.1000/sample.2773,PMC1002773,https://example.com/paper_2773,2020.0,8.0,88,13,True,54.0,8.0,True
cord-002774,Analysis of transmission and immunity and coronavirus and treatment in clinical settings,This study examines transmission with 277 word abstract...,Author2774_1,Emerging Infectious Diseases,2021-03-13,ArXiv,10.1000/sample.2774,PMC1002774,https://example.com/paper_2774,2021.0,3.0,88,12,True,58.0,8.0,True
cord-002777,Analysis of clinical and pneumonia and respiratory and diagnosis in clinical settings,This study examines clinical with 470 word abstract...,"Author2777_1, Author2777_2",Virology,2020-07-02,WHO,10.1000/sample.2777,PMC1002777,https://example.com/paper_2777,2020.0,7.0,85,12,True,54.0,8.0,True
cord-002781,Analysis of immunity and antibody and vaccination and antiviral in clinical settings,This study examines immunity with 395 word abstract...,"Author2781_1, Author2781_2",New England Journal of Medicine,2021-06-19,ArXiv,10.1000/sample.2781,PMC1002781,https://example.com/paper_2781,2021.0,6.0,84,12,True,54.0,8.0,True
cord-002782,Analysis of immunity and transmission and treatment and antibody in clinical settings,This study examines immunity with 176 word abstract...,"Author2782_1, Author2782_2",,2019-12-16,WHO,10.1000/sample.2782,PMC1002782,https://example.com/paper_2782,2019.0,12.0,85,12,True,54.0,8.0,False
cord-002784,Analysis of respiratory and SARS-CoV-2 and pandemic and coronavirus in clinical settings,This study examines respiratory with 494 word abstract...,"Author2784_1, Author2784_2",PLoS ONE,2021-08-18,bioRxiv,10.1000/sample.2784,PMC1002784,https://example.com/paper_2784,2021.0,8.0,88,12,True,57.0,8.0,True
cord-002785,Analysis of COVID-19 and pandemic and outbreak in clinical settings,This study examines COVID-19 with 186 word abstract...,"Author2785_1, Author2785_2",JAMA,2020-05-17,bioRxiv,10.1000/sample.2785,PMC1002785,https://example.com/paper_2785,2020.0,5.0,67,10,True,54.0,8.0,True
cord-002786,Analysis of immunity and vaccination and pandemic in clinical settings,This study examines immunity with 328 word abstract...,"Author2786_1, Author2786_2",Clinical Infectious Diseases,,Medline,10.1000/sample.2786,PMC1002786,https://example.com/paper_2786,,,70,10,True,54.0,8.0,True
cord-002787,Analysis of therapeutic and lockdown and pneumonia in clinical settings,This study examines therapeutic with 342 word abstract...,Author2787_1,PLoS ONE,2020-09-02,WHO,10.1000/sample.2787,PMC1002787,,2020.0,9.0,71,10,True,57.0,8.0,True
cord-002788,Analysis of SARS-CoV-2 and coronavirus and antiviral in clinical settings,,"Author2788_1, Author2788_2",Cell,2021-04-13,PMC,10.1000/sample.2788,PMC1002788,https://example.com/paper_2788,2021.0,4.0,73,10,False,,,True
cord-002789,Analysis of vaccination and therapeutic in clinical settings,This study examines vaccination with 350 word abstract...,"Author2789_1, Author2789_2",Nature Medicine,2021-05-27,Medline,10.1000/sample.2789,PMC1002789,https://example.com/paper_2789,2021.0,5.0,60,8,True,57.0,8.0,True
cord-002790,Analysis of SARS-CoV-2 and public health and respiratory and symptoms in clinical settings,,"Author2790_1, Author2790_2",Cell,2021-03-22,ArXiv,10.1000/sample.2790,PMC1002790,https://example.com/paper_2790,2021.0,3.0,90,13,False,,,True
cord-002792,Analysis of pneumonia and pandemic and lockdown in clinical settings,This study examines pneumonia with 417 word abstract...,"Author2792_1, Author2792_2",Clinical Infectious Diseases,2021-01-27,bioRxiv,10.1000/sample.2792,PMC1002792,https://example.com/paper_2792,2021.0,1.0,68,10,True,55.0,8.0,True
cord-002793,Analysis of pneumonia and vaccination and pandemic and coronavirus in clinical settings,This study examines pneumonia with 142 word abstract...,,Clinical Infectious Diseases,2021-03-03,ArXiv,10.1000/sample.2793,PMC1002793,https://example.com/paper_2793,2021.0,3.0,87,12,True,55.0,8.0,True
cord-002794,Analysis of therapeutic and public health and vaccination in clinical settings,This study examines therapeutic with 306 word abstract...,"Author2794_1, Author2794_2",Science Translational Medicine,2021-12-26,medRxiv,10.1000/sample.2794,PMC1002794,https://example.com/paper_2794,2021.0,12.0,78,11,True,57.0,8.0,True
cord-002795,Analysis of respiratory and pandemic and epidemiology in clinical settings,This study examines respiratory with 225 word abstract...,"Author2795_1, Author2795_2",Journal of Virology,2020-01-29,ArXiv,,PMC1002795,,2020.0,1.0,74,10,True,57.0,8.0,True
cord-002797,Analysis of COVID-19 and transmission and SARS-CoV-2 in clinical settings,This study examines COVID-19 with 448 word abstract...,"Author2797_1, Author2797_2",Emerging Infectious Diseases,2020-05-12,Medline,,,,2020.0,5.0,73,10,True,54.0,8.0,True
cord-002799,Analysis of treatment and antiviral and immunity in clinical settings,This study examines treatment with 455 word abstract...,"Author2799_1, Author2799_2",Virology,2020-02-19,bioRxiv,10.1000/sample.2799,PMC1002799,,2020.0,2.0,69,10,True,55.0,8.0,True
cord-002800,Analysis of treatment and therapeutic and respiratory in clinical settings,This study examines treatment with 387 word abstract...,Author2800_1,BMJ,2020-07-23,Medline,10.1000/sample.2800,PMC1002800,https://example.com/paper_2800,2020.0,7.0,74,10,True,55.0,8.0,True
cord-002801,Analysis of immunity and epidemiology in clinical settings,This study examines immunity with 334 word abstract...,Author2801_1,New England Journal of Medicine,2020-03-18,Medline,10.1000/sample.2801,PMC1002801,https://example.com/paper_2801,2020.0,3.0,58,8,True,54.0,8.0,True
cord-002803,Analysis of immunity and public health and symptoms in clinical settings,This study examines immunity with 484 word abstract...,"Author2803_1, Author2803_2",PLoS ONE,,bioRxiv,,,https://example.com/paper_2803,,,72,11,True,54.0,8.0,True
cord-002804,Analysis of therapeutic and pandemic and respiratory and immunity in clinical settings,This study examines therapeutic with 395 word abstract...,Author2804_1,Journal of Virology,2020-03-26,bioRxiv,10.1000/sample.2804,PMC1002804,https://example.com/paper_2804,2020.0,3.0,86,12,True,57.0,8.0,True
cord-002805,Analysis of clinical and COVID-19 and therapeutic and lockdown in clinical settings,This study examines clinical with 405 word abstract...,"Author2805_1, Author2805_2",PLoS ONE,2019-12-13,WHO,10.1000/sample.2805,,https://example.com/paper_2805,2019.0,12.0,83,12,True,54.0,8.0,True
cord-002806,Analysis of diagnosis and coronavirus and symptoms and epidemiology in clinical settings,This study examines diagnosis with 325 word abstract...,"Author2806_1, Author2806_2",Science Translational Medicine,2020-11-18,medRxiv,10.1000/sample.2806,,https://example.com/paper_2806,2020.0,11.0,88,12,True,55.0,8.0,True
cord-002807,Analysis of immunity and epidemiology and lockdown and respiratory in clinical settings,This study examines immunity with 220 word abstract...,"Author2807_1, Author2807_2",Emerging Infectious Diseases,2021-10-22,ArXiv,,PMC1002807,https://example.com/paper_2807,2021.0,10.0,87,12,True,54.0,8.0,True
cord-002809,Analysis of SARS-CoV-2 and diagnosis and pneumonia and antibody in clinical settings,This study examines SARS-CoV-2 with 311 word abstract...,Author2809_1,Science,2021-07-13,medRxiv,10.1000/sample.2809,PMC1002809,https://example.com/paper_2809,2021.0,7.0,84,12,True,56.0,8.0,True
cord-002811,Analysis of public health and respiratory and outbreak and diagnosis in clinical settings,This study examines public health with 342 word abstract...,"Author2811_1, Author2811_2",Virology,2021-03-03,WHO,10.1000/sample.2811,PMC1002811,https://example.com/paper_2811,2021.0,3.0,89,13,True,59.0,9.0,True
cord-002812,Analysis of COVID-19 and transmission and epidemiology and vaccination in clinical settings,This study examines COVID-19 with 256 word abstract...,Author2812_1,Lancet,2021-07-22,ArXiv,10.1000/sample.2812,PMC1002812,https://example.com/paper_2812,2021.0,7.0,91,12,True,54.0,8.0,True
cord-002813,Analysis of pandemic and coronavirus and epidemiology and treatment in clinical settings,This study examines pandemic with 489 word abstract...,"Author2813_1, Author2813_2",Journal of Virology,2021-02-16,Medline,10.1000/sample.2813,PMC1002813,https://example.com/paper_2813,2021.0,2.0,88,12,True,54.0,8.0,True
cord-002814,Analysis of antiviral and transmission and coronavirus in clinical settings,This study examines antiviral with 480 word abstract...,"Author2814_1, Author2814_2",Science,2021-04-20,Medline,10.1000/sample.2814,,https://example.com/paper_2814,2021.0,4.0,75,10,True,55.0,8.0,True
cord-002815,Analysis of epidemiology and antibody and SARS-CoV-2 in clinical settings,This study examines epidemiology with 275 word abstract...,"Author2815_1, Author2815_2",PLoS ONE,2021-12-26,WHO,,,https://example.com/paper_2815,2021.0,12.0,73,10,True,58.0,8.0,True
cord-002817,Analysis of epidemiology and lockdown and therapeutic and clinical in clinical settings,This study examines epidemiology with 491 word abstract...,Author2817_1,Journal of Medical Virology,2020-11-09,bioRxiv,10.1000/sample.2817,PMC1002817,https://example.com/paper_2817,2020.0,11.0,87,12,True,58.0,8.0,True
cord-002821,Analysis of diagnosis and pandemic and immunity in clinical settings,This study examines diagnosis with 252 word abstract...,Author2821_1,BMJ,2020-11-21,WHO,10.1000/sample.2821,PMC1002821,https://example.com/paper_2821,2020.0,11.0,68,10,True,55.0,8.0,True
cord-002822,Analysis of symptoms and treatment and pandemic in clinical settings,This study examines symptoms with 228 word abstract...,Author2822_1,Nature,2021-06-09,bioRxiv,10.1000/sample.2822,PMC1002822,https://example.com/paper_2822,2021.0,6.0,68,10,True,54.0,8.0,True
cord-002823,Analysis of coronavirus and public health and respiratory in clinical settings,This study examines coronavirus with 480 word abstract...,"Author2823_1, Author2823_2",New England Journal of Medicine,2022-01-01,medRxiv,10.1000/sample.2823,PMC1002823,https://example.com/paper_2823,2022.0,1.0,78,11,True,57.0,8.0,True
cord-002825,Analysis of clinical and symptoms and SARS-CoV-2 in clinical settings,This study examines clinical with 112 word abstract...,,Nature Medicine,2020-11-10,WHO,10.1000/sample.2825,PMC1002825,https://example.com/paper_2825,2020.0,11.0,69,10,True,54.0,8.0,True
cord-002826,Analysis of antiviral and respiratory and epidemiology in clinical settings,This study examines antiviral with 246 word abstract...,"Author2826_1, Author2826_2",New England Journal of Medicine,2019-12-23,Medline,10.1000/sample.2826,,https://example.com/paper_2826,2019.0,12.0,75,10,True,55.0,8.0,True
cord-002827,Analysis of symptoms and transmission and therapeutic in clinical settings,,"Author2827_1, Author2827_2",New England Journal of Medicine,2019-12-28,bioRxiv,10.1000/sample.2827,,https://example.com/paper_2827,2019.0,12.0,74,10,False,,,True
cord-002829,Analysis of COVID-19 and vaccination and epidemiology in clinical settings,This study examines COVID-19 with 338 word abstract...,"Author2829_1, Author2829_2",New England Journal of Medicine,2022-02-05,Medline,10.1000/sample.2829,PMC1002829,https://example.com/paper_2829,2022.0,2.0,74,10,True,54.0,8.0,True
cord-002830,Analysis of pandemic and antibody and therapeutic and clinical in clinical settings,This study examines pandemic with 272 word abstract...,Author2830_1,Cell,2021-12-26,ArXiv,10.1000/sample.2830,,,2021.0,12.0,83,12,True,54.0,8.0,True
cord-002831,Analysis of epidemiology and transmission and immunity and SARS-CoV-2 in clinical settings,This study examines epidemiology with 289 word abstract...,"Author2831_1, Author2831_2",Clinical Infectious Diseases,2020-06-14,medRxiv,10.1000/sample.2831,PMC1002831,https://example.com/paper_2831,2020.0,6.0,90,12,True,58.0,8.0,True
cord-002836,Analysis of public health and diagnosis and epidemiology in clinical settings,This study examines public health with 457 word abstract...,"Author2836_1, Author2836_2",New England Journal of Medicine,2021-01-05,Medline,10.1000/sample.2836,,,2021.0,1.0,77,11,True,59.0,9.0,True
cord-002838,Analysis of symptoms and therapeutic and diagnosis in clinical settings,This study examines symptoms with 280 word abstract...,"Author2838_1, Author2838_2",,2020-04-04,PMC,,,https://example.com/paper_2838,2020.0,4.0,71,10,True,54.0,8.0,False
cord-002839,Analysis of symptoms and transmission and public health and respiratory in clinical settings,This study examines symptoms with 484 word abstract...,Author2839_1,Clinical Infectious Diseases,2022-03-20,medRxiv,10.1000/sample.2839,,https://example.com/paper_2839,2022.0,3.0,92,13,True,54.0,8.0,True
cord-002842,Analysis of therapeutic and antiviral and coronavirus and immunity in clinical settings,This study examines therapeutic with 269 word abstract...,"Author2842_1, Author2842_2",Journal of Medical Virology,2019-12-09,bioRxiv,10.1000/sample.2842,PMC1002842,https://example.com/paper_2842,2019.0,12.0,87,12,True,57.0,8.0,True
cord-002844,Analysis of respiratory and COVID-19 and antibody in clinical settings,This study examines respiratory with 224 word abstract...,"Author2844_1, Author2844_2",PLoS ONE,2020-11-29,ArXiv,,,https://example.com/paper_2844,2020.0,11.0,70,10,True,57.0,8.0,True
cord-002847,Analysis of COVID-19 and pneumonia and coronavirus in clinical settings,This study examines COVID-19 with 433 word abstract...,"Author2847_1, Author2847_2",Lancet,2021-07-02,bioRxiv,10.1000/sample.2847,PMC1002847,https://example.com/paper_2847,2021.0,7.0,71,10,True,54.0,8.0,True
cord-002849,Analysis of immunity and COVID-19 and vaccination in clinical settings,,"Author2849_1, Author2849_2",Journal of Virology,2020-01-12,ArXiv,10.1000/sample.2849,PMC1002849,https://example.com/paper_2849,2020.0,1.0,70,10,False,,,True
cord-002850,Analysis of immunity and pandemic and epidemiology and public health in clinical settings,This study examines immunity with 444 word abstract...,"Author2850_1, Author2850_2",Cell,2021-04-28,WHO,10.1000/sample.2850,,https://example.com/paper_2850,2021.0,4.0,89,13,True,54.0,8.0,True
cord-002851,Analysis of vaccination and coronavirus and treatment in clinical settings,,"Author2851_1, Author2851_2",Science Translational Medicine,2020-05-10,Medline,10.1000/sample.2851,PMC1002851,https://example.com/paper_2851,2020.0,5.0,74,10,False,,,True
cord-002853,Analysis of outbreak and vaccination and lockdown in clinical settings,This study examines outbreak with 468 word abstract...,"Author2853_1, Author2853_2",JAMA,2021-10-22,WHO,,,https://example.com/paper_2853,2021.0,10.0,70,10,True,54.0,8.0,True
cord-002854,Analysis of vaccination and transmission and SARS-CoV-2 and clinical in clinical settings,This study examines vaccination with 481 word abstract...,"Author2854_1, Author2854_2",Cell,2020-12-04,WHO,10.1000/sample.2854,PMC1002854,,2020.0,12.0,89,12,True,57.0,8.0,True
cord-002855,Analysis of antibody and symptoms and immunity and diagnosis in clinical settings,This study examines antibody with 140 word abstract...,"Author2855_1, Author2855_2",Clinical Infectious Diseases,2021-05-25,ArXiv,10.1000/sample.2855,PMC1002855,https://example.com/paper_2855,2021.0,5.0,81,12,True,54.0,8.0,True
cord-002856,Analysis of vaccination and outbreak and respiratory in clinical settings,This study examines vaccination with 241 word abstract...,Author2856_1,Journal of Virology,2021-07-14,bioRxiv,10.1000/sample.2856,PMC1002856,https://example.com/paper_2856,2021.0,7.0,73,10,True,57.0,8.0,True
cord-002858,Analysis of antibody and transmission and pandemic and pneumonia in clinical settings,This study examines antibody with 254 word abstract...,"Author2858_1, Author2858_2",Journal of Virology,2020-04-24,ArXiv,10.1000/sample.2858,PMC1002858,https://example.com/paper_2858,2020.0,4.0,85,12,True,54.0,8.0,True
cord-002859,Analysis of pandemic and diagnosis and treatment in clinical settings,This study examines pandemic with 326 word abstract...,"Author2859_1, Author2859_2",Clinical Infectious Diseases,2021-07-29,ArXiv,10.1000/sample.2859,PMC1002859,,2021.0,7.0,69,10,True,54.0,8.0,True
cord-002862,Analysis of public health and transmission and SARS-CoV-2 and antibody in clinical settings,This study examines public health with 380 word abstract...,"Author2862_1, Author2862_2",BMJ,2019-12-19,Medline,10.1000/sample.2862,PMC1002862,,2019.0,12.0,91,13,True,59.0,9.0,True
cord-002864,Analysis of antiviral and outbreak and epidemiology in clinical settings,This study examines antiviral with 274 word abstract...,"Author2864_1, Author2864_2",Virology,2020-12-24,medRxiv,10.1000/sample.2864,PMC1002864,https://example.com/paper_2864,2020.0,12.0,72,10,True,55.0,8.0,True
cord-002865,Analysis of SARS-CoV-2 and clinical and respiratory and epidemiology in clinical settings,This study examines SARS-CoV-2 with 471 word abstract...,"Author2865_1, Author2865_2",Journal of Medical Virology,2020-09-26,ArXiv,10.1000/sample.2865,,,2020.0,9.0,89,12,True,56.0,8.0,True
cord-002867,Analysis of pneumonia and outbreak and diagnosis in clinical settings,This study examines pneumonia with 184 word abstract...,"Author2867_1, Author2867_2",Journal of Virology,2020-05-23,Medline,10.1000/sample.2867,PMC1002867,https://example.com/paper_2867,2020.0,5.0,69,10,True,55.0,8.0,True
cord-002868,Analysis of lockdown and antiviral and vaccination in clinical settings,This study examines lockdown with 358 word abstract...,"Author2868_1, Author2868_2",BMJ,2020-08-22,medRxiv,10.1000/sample.2868,PMC1002868,https://example.com/paper_2868,2020.0,8.0,71,10,True,54.0,8.0,True
cord-002869,Analysis of lockdown and SARS-CoV-2 and transmission in clinical settings,This study examines lockdown with 173 word abstract...,"Author2869_1, Author2869_2",Nature Medicine,2021-03-26,medRxiv,10.1000/sample.2869,PMC1002869,https://example.com/paper_2869,2021.0,3.0,73,10,True,54.0,8.0,True
cord-002870,Analysis of treatment and clinical and transmission in clinical settings,This study examines treatment with 153 word abstract...,Author2870_1,Nature Medicine,2020-10-04,WHO,,PMC1002870,https://example.com/paper_2870,2020.0,10.0,72,10,True,55.0,8.0,True
cord-002873,Analysis of public health and symptoms and pandemic and antibody in clinical settings,This study examines public health with 227 word abstract...,"Author2873_1, Author2873_2",JAMA,2020-05-02,medRxiv,,PMC1002873,https://example.com/paper_2873,2020.0,5.0,85,13,True,59.0,9.0,True
cord-002875,Analysis of vaccination and respiratory and antiviral and treatment in clinical settings,This study examines vaccination with 473 word abstract...,"Author2875_1, Author2875_2",,2020-12-07,PMC,10.1000/sample.2875,,,2020.0,12.0,88,12,True,57.0,8.0,False
cord-002876,Analysis of lockdown and therapeutic and pneumonia in clinical settings,This study examines lockdown with 113 word abstract...,Author2876_1,Science,2022-07-24,WHO,10.1000/sample.2876,PMC1002876,https://example.com/paper_2876,2022.0,7.0,71,10,True,54.0,8.0,True
cord-002878,Analysis of SARS-CoV-2 and transmission and respiratory in clinical settings,This study examines SARS-CoV-2 with 385 word abstract...,"Author2878_1, Author2878_2",New England Journal of Medicine,2020-08-03,bioRxiv,10.1000/sample.2878,PMC1002878,https://example.com/paper_2878,2020.0,8.0,76,10,True,56.0,8.0,True
cord-002879,Analysis of lockdown and SARS-CoV-2 and pandemic and antibody in clinical settings,This study examines lockdown with 120 word abstract...,Author2879_1,Science Translational Medicine,2021-03-06,ArXiv,,,https://example.com/paper_2879,2021.0,3.0,82,12,True,54.0,8.0,True
cord-002881,Analysis of treatment and pandemic and antibody and symptoms in clinical settings,This study examines treatment with 106 word abstract...,"Author2881_1, Author2881_2",Cell,2021-10-15,WHO,,,https://example.com/paper_2881,2021.0,10.0,81,12,True,55.0,8.0,True
cord-002882,Analysis of respiratory and diagnosis and lockdown in clinical settings,This study examines respiratory with 425 word abstract...,"Author2882_1, Author2882_2",PLoS ONE,2020-11-13,ArXiv,10.1000/sample.2882,PMC1002882,,2020.0,11.0,71,10,True,57.0,8.0,True
cord-002883,Analysis of coronavirus and outbreak and diagnosis and symptoms in clinical settings,This study examines coronavirus with 267 word abstract...,"Author2883_1, Author2883_2",Journal of Virology,2020-10-28,Medline,10.1000/sample.2883,PMC1002883,https://example.com/paper_2883,2020.0,10.0,84,12,True,57.0,8.0,True
cord-002885,Analysis of immunity and coronavirus and lockdown in clinical settings,This study examines immunity with 177 word abstract...,"Author2885_1, Author2885_2",PLoS ONE,2021-10-21,bioRxiv,10.1000/sample.2885,PMC1002885,https://example.com/paper_2885,2021.0,10.0,70,10,True,54.0,8.0,True
cord-002888,Analysis of immunity and respiratory and COVID-19 and pandemic in clinical settings,,Author2888_1,JAMA,2021-10-17,bioRxiv,10.1000/sample.2888,PMC1002888,https://example.com/paper_2888,2021.0,10.0,83,12,False,,,True
cord-002893,Analysis of SARS-CoV-2 and public health and lockdown and COVID-19 in clinical settings,This study examines SARS-CoV-2 with 409 word abstract...,"Author2893_1, Author2893_2",Virology,,Medline,,,https://example.com/paper_2893,,,87,13,True,56.0,8.0,True
cord-002894,Analysis of clinical and public health and symptoms and antiviral in clinical settings,This study examines clinical with 285 word abstract...,Author2894_1,Clinical Infectious Diseases,2020-06-07,WHO,10.1000/sample.2894,PMC1002894,https://example.com/paper_2894,2020.0,6.0,86,13,True,54.0,8.0,True
cord-002895,Analysis of symptoms and SARS-CoV-2 and clinical and COVID-19 in clinical settings,This study examines symptoms with 378 word abstract...,"Author2895_1, Author2895_2",Clinical Infectious Diseases,2020-12-01,PMC,10.1000/sample.2895,PMC1002895,https://example.com/paper_2895,2020.0,12.0,82,12,True,54.0,8.0,True
cord-002896,Analysis of pneumonia and diagnosis and SARS-CoV-2 in clinical settings,This study examines pneumonia with 362 word abstract...,"Author2896_1, Author2896_2",Journal of Medical Virology,2020-12-09,PMC,10.1000/sample.2896,,https://example.com/paper_2896,2020.0,12.0,71,10,True,55.0,8.0,True
cord-002897,Analysis of epidemiology and outbreak and symptoms in clinical settings,,"Author2897_1, Author2897_2",Lancet,2021-05-22,ArXiv,10.1000/sample.2897,PMC1002897,https://example.com/paper_2897,2021.0,5.0,71,10,False,,,True
cord-002899,Analysis of epidemiology and therapeutic and public health in clinical settings,This study examines epidemiology with 454 word abstract...,"Author2899_1, Author2899_2",Journal of Virology,2020-07-12,bioRxiv,10.1000/sample.2899,PMC1002899,https://example.com/paper_2899,2020.0,7.0,79,11,True,58.0,8.0,True
cord-002901,Analysis of immunity and vaccination and therapeutic and transmission in clinical settings,This study examines immunity with 159 word abstract...,"Author2901_1, Author2901_2",Nature Medicine,2020-10-11,medRxiv,10.1000/sample.2901,PMC1002901,https://example.com/paper_2901,2020.0,10.0,90,12,True,54.0,8.0,True
cord-002902,Analysis of diagnosis and epidemiology and respiratory in clinical settings,This study examines diagnosis with 364 word abstract...,"Author2902_1, Author2902_2",New England Journal of Medicine,2021-07-19,Medline,10.1000/sample.2902,PMC1002902,https://example.com/paper_2902,2021.0,7.0,75,10,True,55.0,8.0,True
cord-002903,Analysis of clinical and respiratory and diagnosis and treatment in clinical settings,This study examines clinical with 134 word abstract...,Author2903_1,Journal of Virology,2020-08-13,WHO,10.1000/sample.2903,PMC1002903,https://example.com/paper_2903,2020.0,8.0,85,12,True,54.0,8.0,True
cord-002904,Analysis of transmission and pandemic and diagnosis and outbreak in clinical settings,This study examines transmission with 168 word abstract...,Author2904_1,Science Translational Medicine,2020-07-26,PMC,10.1000/sample.2904,,,2020.0,7.0,85,12,True,58.0,8.0,True
cord-002906,Analysis of therapeutic and symptoms in clinical settings,This study examines therapeutic with 204 word abstract...,"Author2906_1, Author2906_2",Journal of Virology,2022-09-25,bioRxiv,10.1000/sample.2906,PMC1002906,https://example.com/paper_2906,2022.0,9.0,57,8,True,57.0,8.0,True
cord-002910,Analysis of clinical and coronavirus and immunity in clinical settings,This study examines clinical with 186 word abstract...,"Author2910_1, Author2910_2",Clinical Infectious Diseases,2021-10-02,medRxiv,10.1000/sample.2910,PMC1002910,https://example.com/paper_2910,2021.0,10.0,70,10,True,54.0,8.0,True
cord-002911,Analysis of lockdown and public health and treatment and vaccination in clinical settings,This study examines lockdown with 245 word abstract...,Author2911_1,JAMA,2021-07-22,PMC,10.1000/sample.2911,,https://example.com/paper_2911,2021.0,7.0,89,13,True,54.0,8.0,True
cord-002912,Analysis of epidemiology and respiratory and pneumonia and treatment in clinical settings,This study examines epidemiology with 438 word abstract...,"Author2912_1, Author2912_2",Nature,2022-08-02,PMC,10.1000/sample.2912,,https://example.com/paper_2912,2022.0,8.0,89,12,True,58.0,8.0,True
cord-002914,Analysis of transmission and SARS-CoV-2 and respiratory in clinical settings,This study examines transmission with 387 word abstract...,"Author2914_1, Author2914_2",Science,2020-07-28,PMC,10.1000/sample.2914,PMC1002914,https://example.com/paper_2914,2020.0,7.0,76,10,True,58.0,8.0,True
cord-002916,Analysis of clinical and therapeutic and pandemic and COVID-19 in clinical settings,This study examines clinical with 447 word abstract...,Author2916_1,PLoS ONE,2021-11-11,ArXiv,10.1000/sample.2916,,https://example.com/paper_2916,2021.0,11.0,83,12,True,54.0,8.0,True
cord-002917,Analysis of transmission and vaccination and coronavirus and COVID-19 in clinical settings,This study examines transmission with 320 word abstract...,"Author2917_1, Author2917_2",Journal of Medical Virology,2020-07-26,ArXiv,10.1000/sample.2917,,https://example.com/paper_2917,2020.0,7.0,90,12,True,58.0,8.0,True
cord-002918,Analysis of coronavirus and antibody and pandemic in clinical settings,This study examines coronavirus with 116 word abstract...,"Author2918_1, Author2918_2",,2021-04-10,PMC,10.1000/sample.2918,,https://example.com/paper_2918,2021.0,4.0,70,10,True,57.0,8.0,False
cord-002919,Analysis of coronavirus and immunity and pneumonia in clinical settings,This study examines coronavirus with 121 word abstract...,"Author2919_1, Author2919_2",Journal of Medical Virology,2021-12-27,WHO,10.1000/sample.2919,,https://example.com/paper_2919,2021.0,12.0,71,10,True,57.0,8.0,True
cord-002920,Analysis of public health and epidemiology and clinical and outbreak in clinical settings,This study examines public health with 289 word abstract...,"Author2920_1, Author2920_2",Journal of Medical Virology,2021-09-20,Medline,10.1000/sample.2920,,,2021.0,9.0,89,13,True,59.0,9.0,True
cord-002921,Analysis of pandemic and immunity and pneumonia and transmission in clinical settings,This study examines pandemic with 205 word abstract...,"Author2921_1, Author2921_2",,2020-03-17,Medline,10.1000/sample.2921,,,2020.0,3.0,85,12,True,54.0,8.0,False
cord-002923,Analysis of public health and COVID-19 and outbreak in clinical settings,This study examines public health with 418 word abstract...,"Author2923_1, Author2923_2",BMJ,,ArXiv,10.1000/sample.2923,,https://example.com/paper_2923,,,72,11,True,59.0,9.0,True
cord-002925,Analysis of outbreak and therapeutic and transmission and pandemic in clinical settings,This study examines outbreak with 110 word abstract...,Author2925_1,,2021-06-13,WHO,10.1000/sample.2925,,https://example.com/paper_2925,2021.0,6.0,87,12,True,54.0,8.0,False
cord-002926,Analysis of SARS-CoV-2 and immunity and outbreak and symptoms in clinical settings,This study examines SARS-CoV-2 with 314 word abstract...,"Author2926_1, Author2926_2",Nature,2020-07-03,bioRxiv,10.1000/sample.2926,PMC1002926,https://example.com/paper_2926,2020.0,7.0,82,12,True,56.0,8.0,True
cord-002927,Analysis of antiviral and diagnosis and treatment and lockdown in clinical settings,This study examines antiviral with 494 word abstract...,"Author2927_1, Author2927_2",Journal of Medical Virology,2021-02-16,PMC,10.1000/sample.2927,PMC1002927,https://example.com/paper_2927,2021.0,2.0,83,12,True,55.0,8.0,True
cord-002929,Analysis of transmission and symptoms and therapeutic and coronavirus in clinical settings,This study examines transmission with 186 word abstract...,"Author2929_1, Author2929_2",Science,2020-08-28,bioRxiv,10.1000/sample.2929,,https://example.com/paper_2929,2020.0,8.0,90,12,True,58.0,8.0,True
cord-002931,Analysis of diagnosis and pandemic and epidemiology and treatment in clinical settings,This study examines diagnosis with 416 word abstract...,"Author2931_1, Author2931_2",Journal of Virology,2020-08-21,PMC,10.1000/sample.2931,PMC1002931,,2020.0,8.0,86,12,True,55.0,8.0,True
cord-002932,Analysis of antiviral and SARS-CoV-2 and treatment and therapeutic in clinical settings,This study examines antiviral with 441 word abstract...,"Author2932_1, Author2932_2",Nature,2022-12-10,Medline,,PMC1002932,https://example.com/paper_2932,2022.0,12.0,87,12,True,55.0,8.0,True
